No.,Company,Area,Sub Area,Reportor,Contractor,Type of finding,Topic,Details,Corrective Action,Issue Date,Due Date,Status
2191,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PTW & JSA,ขนย้ายนั่งร้านลงจากเตา (สื่อสาร scope การทำงาน),,4/29/2022,4/29/2022,Closed
2192,MOC,UT,New Clarify,Tatsanai P.,ATP,Unsafe Action,Excavation,ทำงานตัดเสาเข็มโดยที่ไม่ได้ตัด Slope หน้าดิน,,4/29/2022,5/5/2022,Closed
2193,MOC,UT,New Clarify,Tatsanai P.,ATP,Unsafe Action,PPE,สวมใส่อุปกรณ์ PPE ไม่ครอบคลุมใบหน้าและมือ,,4/29/2022,4/29/2022,Closed
2194,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Scaffolding,ผู้ช่วยช่างใช้ Hook Safety Harness หมุนลวดแทนประแจ (อุปกรณ์ไม่เพียงพอ),,4/30/2022,4/30/2022,Closed
2195,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Work at height,ใช้งานประแจโดยไม่ได้ผูกเชือกคล้องเกี่ยว,,4/30/2022,4/30/2022,Closed
2196,MOC,Olefins2,FV-S611,Uthai T.,REPCO (IE),Unsafe Condition,Scaffolding,ติดตั้งนั่งร้านกีดขวางอุปกรณ์ Plant,,4/30/2022,4/30/2022,Closed
2197,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Action,Work at height,ปิดล้อมพื้นที่ไม่ครอบคลุม (Line of fire) เนื่องจากมีการทำงานถอด support coil ชั้น 1 และงานถอด Trolley beam ชั้น 4 พร้อมกัน,,5/1/2022,5/1/2022,Closed
2198,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Action,PTW & JSA,ไม่มี JSA งานถอด support coil ,,5/1/2022,5/1/2022,Closed
2199,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Lifting,ป.ปลา อุปกรณ์ช่วยยกยังไม่ผ่านการตรวจสภาพ,,5/1/2022,5/1/2022,Closed
2200,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Housekeeping,ถุงใส่ขวดน้ำเปล่าที่ดื่มแล้วไม่เพียงพอ,,5/1/2022,5/1/2022,Closed
2201,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Work at height,ขึ้นทำงานบนนั่งร้านที่มีสภาพไม่พร้อมใช้งาน และไม่มี Tag แดงแขวน,,5/2/2022,5/2/2022,Closed
2202,MOC,HOT,H-100B,Vinai V.,HDS,Unsafe Condition,Water jet,ผ้าใบปูรองน้ำงาน Water jet ตกลงไปด้านล่างเนื่องจากรองรับน้ำหนักไม่ไหว,,5/2/2022,5/2/2022,Closed
2203,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Lifting,ใช้สลิงผ้าใบเกี่ยวกับป.ปลาโดยตรง อาจเฉือนกับมุมแหลมคมทำให้สลิงผ้าใบขาดได้,,5/2/2022,5/2/2022,Closed
2204,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Housekeeping,วาง Pipe นั่งร้านกีดขวางทางขึ้นลงบันไดลิง,,5/2/2022,5/2/2022,Closed
2205,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Condition,Work at height,ช่องเปิดบริเวณหลังคาเตา,,5/3/2022,5/3/2022,Closed
2206,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Condition,Scaffolding,"นั่งร้านสำหรับงานตัด Coil Pipe 14"" Bottom TLE ไม่มี Toe board ",,5/3/2022,5/3/2022,Closed
2207,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Scaffolding,ทำงานบนนั่งร้านโดยไม่คล้องเกี่ยว Hook Safety Harness,,5/3/2022,5/3/2022,Closed
2208,MOC,OSBL,M-3,Suphawat S.,KEC,Unsafe Action,Others,ขี่จักรยานที่มีสภาพไม่พร้อมใช้งานเข้า Plant ด้วยความเร็ว,,5/3/2022,5/3/2022,Closed
2209,MOC,OCU,PSV-7303V,MOC OPE,MOC (OPE),Near Miss,Process & Operation,"Box ellis key PSV-7303B line hydrogen ชำรุด หลุดตอนเปิดวาล์ว ตอนที่จะ switch อาจตกใส่ขาได้ เพราะมีน้ำหนักเยอะ พอสมควร	หาก PSV-7303A passing แล้ว ต้อง service PSV-7303B ขึ้นมา จะใช้งาน PSV-7303B ขึ้นมาไม่ได้ อาจทำให้ pressure hydrogen inject to R-730  ไม่มีจุด Depressure to WF  และ อาจทำให้มีผลกระทบกับ process ได้",,5/3/2022,5/3/2022,Closed
2210,MOC,HOT,E-201A,Thongmai U.,HDS,Unsafe Condition,Work at height,จุดยืนปฏิบัติงาน Bore scope ไม่มีราวกันตก,,5/4/2022,5/4/2022,Closed
2211,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Work at height,จุดปฏิบัติงานไม่มีราวกันตก,,5/4/2022,5/4/2022,Closed
2212,MOC,HOT,H-100B,Vinai V.,REPCO (MES),Unsafe Action,PTW & JSA,"JSA ไม่ตรงกับงานที่ทำ (งานเจาะคว้าน Tube Pass 3,4)",,5/4/2022,5/4/2022,Closed
2213,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Condition,Work at height,ช่องเปิดราวกันตก (ชั้น 7) ที่เปิดทิ้งไว้เพื่อทำงานดึง Tube Pass 1 ,,5/4/2022,5/4/2022,Closed
2214,MOC,TFU,F-6321,Phasit P.,PROFESS,Unsafe Condition,Scaffolding,นั่งร้านค้ำยันขาลอย,,5/4/2022,5/4/2022,Closed
2215,MOC,TFU,F-6321,Phasit P.,PROFESS,Unsafe Action,Installation/ Alignment,ใช้ประแจผิด มีโอกาสรูดได้ (Line of fire),,5/4/2022,5/4/2022,Closed
2216,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Action,Hot Work,นำอุปกรณ์ไฟฟ้าที่ไม่ผ่านการตรวจสภาพมาใช้งาน ,,5/5/2022,5/5/2022,Closed
2217,MOC,HOT,H-100B,Rueng A-morn M.,REPCO (MES),Unsafe Action,PTW & JSA,ไม่ได้แนบ JSA เกี่ยวกับงานเจาะกลึง Tube,,5/5/2022,5/5/2022,Closed
2218,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Condition,Lifting,เสริม Pipe นั่งร้านกับคานรับน้ำหนักเพื่อดึง Tube จุดที่ทำคอกราวกันตกซึ่งไม่ได้ออกแบบมาสำหรับรับน้ำหนัก Tube >> แนะนำให้เปลี่ยนจุดแขวนรอกโดยใช้คาน Support ด้านบนและประเมินสภาพความเหมาะสมก่อนเริ่มงาน,,5/5/2022,5/5/2022,Closed
2219,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Installation/ Alignment,ใช้ประแจเคาะตัดสเก็น งาน install ฝา Shadow box,,5/5/2022,5/5/2022,Closed
2220,MOC,HOT,H-100B,Vinai V.,REPCO (MES),Unsafe Action,PTW & JSA,ไม่มี JSA งานติดตั้งนั่งร้านรับ Tube Pass3,,5/5/2022,5/5/2022,Closed
2221,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Housekeeping,นำขวดน้ำดื่มมาใส่น้ำยาหล่อลื่น,,5/5/2022,5/5/2022,Closed
2222,MOC,COLD,E-605A,Orachun S.,HDS,Unsafe Condition,Work at height,ไม่กั้นพื้นที่ทางขึ้นบันไดขณะปฏิบัติงาน,,5/5/2022,5/5/2022,Closed
2223,MOC,COLD,E-605A,Orachun S.,HDS,Unsafe Condition,Work at height,ไม่มีการจัดเก็บน็อตขณะปฏิบัติงาน >> ให้จัดหาตะกร้ามาใส่ให้เรียบร้อย,,5/5/2022,5/5/2022,Closed
2224,MOC,HOT,H-100B,SWP Audit,RNC,Unsafe Action,PTW & JSA,งานดึง Tube ไม่มี JSA ประเมินความเสี่ยง,,5/5/2022,5/5/2022,Closed
2225,MOC,HOT,H-100B,SWP Audit,RNC,Unsafe Condition,Housekeeping,วางอุปกรณ์นั่งร้านกีดขวางอุปกรณ์ดับเพลิง,,5/5/2022,5/12/2022,Closed
2226,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Action,Work at height,งาน Re-Tube มีการปฏิบัติงานใกล้ช่องเปิด โดยไม่สวมใส่ Safety Harness,,5/6/2022,5/6/2022,Closed
2227,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Work at height,ไม่มีเชือกผูกประแจ,,5/6/2022,5/6/2022,Closed
2228,MOC,UT,New Clarify,Tatsanai P.,ATP,Unsafe Action,Tools & Equipment,เครื่องจี้ปูนไม่ได้นำ Sticker inspect รอบปัจจุบันมาติด update,,5/6/2022,5/6/2022,Closed
2229,MOC,COLD,E-605A,MOC OPE,MOC (OPE),Unsafe Condition,Water jet,ที่ E-605A มีงาน water jet เป็นงานที่ต้องใช้น้ำ และ Pressure สูง ซึ่งในจุดข้อต่อของสายทุกเส้นต้องใส่ safety sling ทุกจุด ในการเดินตรวจสอบก่อนที่จะเริ่มทำงาน ได้พบ 1 จุดที่ไม่ได้ใส่ safety sling,,5/6/2022,5/6/2022,Closed
2230,MOC,HOT,H-100B,Vinai V.,REPCO (MES),Unsafe Action,PTW & JSA,Work permit ไม่ได้ระบุ JSA งานติดตั้งนั่งร้าน,,5/7/2022,5/7/2022,Closed
2231,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Action,PPE,ไม่สวมใส่ถุงมือขณะทำงานติดตั้งฝา Header box ,,5/7/2022,5/7/2022,Closed
2232,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Condition,Housekeeping,"Pipe 18"" ที่วางเตรียมไว้เพื่อประกอบติดตั้ง มีจุดแหลมคม",,5/7/2022,5/7/2022,Closed
2233,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Housekeeping,เศษ Insulation ขวางทางขึ้นลงบันได บริเวณจุดกองเก็บชั้น 4,,5/7/2022,5/14/2022,Closed
2234,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Housekeeping,Basket ใส่ Clamp ไม่มีแผ่น Plate รองน้ำหนัก,,5/7/2022,5/7/2022,Closed
2235,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Housekeeping,เชือกฟางหล่นตามพื้นไม่ได้จัดเก็บ,,5/7/2022,5/7/2022,Closed
2236,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Scaffolding,ติดตั้งนั่งร้านบริเวณช่องทางเดิน โดยไม่ได้ปิดล้อมพื้นทีและไม่มีป้ายเตือน,,5/7/2022,5/7/2022,Closed
2237,MOC,HOT,E-201A,Nakarin S.,HDS,Unsafe Condition,Housekeeping,Tube เก่าที่ดึงออกจาก Exchanger วางอยู่บริเวณทางเดิน มีส่วนที่แหลมคมเสี่ยงต่อการเดินสะดุด ,,5/8/2022,5/8/2022,Closed
2238,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PPE,ช่างเชื่อมถอดหน้ากากเชื่อมออกและไม่สวมใส่หมวก Safety,,5/8/2022,5/8/2022,Closed
2239,MOC,HOT,H-100B,Vinai V.,REPCO (MES),Unsafe Action,PTW & JSA,Work permit ไม่มี JSA งานสาวรอก,,5/8/2022,5/8/2022,Closed
2240,MOC,UT,New Clarify,Tatsanai P.,ATP,Near Miss,Excavation,Backhoe JCB ขุดตักดินโดนสาย Ground บ่อ F-3330A ขาด,,5/8/2022,5/9/2022,Closed
2241,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Condition,Lifting,ใช้สลิงผ้าใบที่มีขนาดสั้นต๋ง Pipe ทำให้ปลายสลิงผ้าใบอีกด้านคล้องไม่ถึงตะขอ,,5/9/2022,5/9/2022,Closed
2242,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Hot Work,ผ้ากันไฟมีสภาพชำรุด,,5/9/2022,5/9/2022,Closed
2243,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PPE,ไม่สวมใส่แว่นตาและสายรัดคาง,,5/9/2022,5/9/2022,Closed
2244,MOC,COLD,E-605A,Orachun S.,HDS,Unsafe Condition,Water jet,ต่อสาย Hose เติมน้ำในหม้อน้ำทิ้งไว้และมีน้ำไหลลงรางระบายน้ำ,,5/9/2022,5/9/2022,Closed
2245,MOC,UT,,Tatsanai P.,ศรีไทย,Unsafe Condition,Chemical Work,งาน load chemical ไม่ได้คีบสาย ground,,5/9/2022,5/9/2022,Closed
2246,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Condition,Hot Work,สายไฟงานเชื่อม inlet Elbow ชั้น 4 หลังคาเตา วางในพื้นที่น้ำขัง/ เปียก,,5/10/2022,5/10/2022,Closed
2247,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Action,SL Performance,"Safety Lead ไม่อยู่ที่หน้างาน งานเชื่อม Repair Tube Sheet Part 3/4 ประกอบ Line 14"" ชั้น 6 (แต่ไปดูงานจุดอื่นที่ชั้น 4)",,5/10/2022,5/10/2022,Closed
2248,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PPE,ดึงสาวเชือกไม่สวมใส่ถุงมือ,,5/10/2022,5/10/2022,Closed
2249,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Work at height,ไม่คล้องเกี่ยว Safety Harness,,5/10/2022,5/10/2022,Closed
2250,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PPE,ไม่สวมใส่แว่นตาและสายรัดคาง,,5/10/2022,5/10/2022,Closed
2251,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,SL Performance,ไม่มี Safety Lead ดูแลที่หน้างาน งานปิดฝา Header Box,,5/10/2022,5/10/2022,Closed
2252,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,Work at height,ไม่คล้องเกี่ยว Safety Harness,,5/10/2022,5/10/2022,Closed
2253,MOC,Olefins2,P-S305A,Tiwa A.,KEC,Unsafe Condition,Work at height,งาน Clean Oil ช่างทำงานบนท่อสูง 3 m. ,,5/10/2022,5/10/2022,Closed
2254,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Hot Work,ผ้ากันไฟมีสภาพชำรุด,,5/11/2022,5/11/2022,Closed
2255,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Housekeeping,แขวน Safety Harness (ที่ไม่ใช้งาน) กับ Valve Plant,,5/11/2022,5/11/2022,Closed
2256,MOC,OSBL,M-5B,Suphawat S.,KY TECH,Unsafe Action,Tools & Equipment,นำ Sticker กล้องถ่ายรูปติด Notebook เพื่อนำไปใช้งานด้านใน Plant,,5/11/2022,5/11/2022,Closed
2257,MOC,OSBL,M-5B,Suphawat S.,PROTECH,Unsafe Action,Others,ใส่ Insulation ในถุงดำเพื่อนำเข้าไปใช้งานด้านใน Plant,,5/11/2022,5/11/2022,Closed
2258,MOC,COLD,E-605A,Orachun S.,HDS,Unsafe Condition,Water jet,ท่อสายยางน้ำทิ้งรั่วลงพื้น,,5/12/2022,5/12/2022,Closed
2259,MOC,COLD,E-605A,Orachun S.,HDS,Unsafe Condition,Water jet,Filter ดักสำหรับกรองน้ำตัน,,5/12/2022,5/12/2022,Closed
2260,MOC,HOT,H-100B,Thongmai U.,RNC,Unsafe Action,Hot Work,ไม่จัดเก็บเศษวัสดุจากงานเชื่อม,,5/12/2022,5/12/2022,Closed
2261,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,SL Performance,"Safety Lead ไม่อยู่ที่หน้างาน งาน Welding Line 14"" Bottom pass 4 (ไปดูงานเปิดฝา Manhole ชั้น5)",,5/12/2022,5/12/2022,Closed
2262,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,SL Performance,Safety Lead ไม่อยู่ที่หน้างาน งาน Open Manhole ข้างเตา (ไปดูงานเปิดฝา Manhole ชั้น6),,5/12/2022,5/12/2022,Closed
2263,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Work at height,ไม่มีเชือกผูกมัดประแจ,,5/12/2022,5/12/2022,Closed
2264,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Tools & Equipment,อุปกรณ์ไม่ได้ใช้งาน ไม่ได้ update tag inspection,,5/12/2022,5/12/2022,Closed
2265,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Housekeeping,วางขวดน้ำดื่มทิ้งไว้ด้านข้างเตา,,5/12/2022,5/12/2022,Closed
2266,MOC,UT,PR-O21,Orachun S.,MOC (OPE),Near Miss,Process & Operation,ที่บริเวณบน Pipe Rack Tie-in U2. มีท่อน้ำ Line TW. รั่วอยู่ Safety Fo. จึงทำการปีนบันไดเพื่อขึ่นไปดูจุดรั้วไหลของท่อน้ำ เมือปีนไปยืนบน Grating Pipe Rack ชั้น 10 เมตร ก็พอว่า เกิดการยุบตัวของ Grating ที่ยืนอยู่จึงทำตกใจอย่างแรง เมือสังเกตุดูก็พบว่า Grating หลุด ออกจาก Support Pipe Rack และ มือเสือตัวยึด Grating ก็ไม่ได้จับยึดอยู่ในสภาพที่หลวม,,5/12/2022,5/13/2022,Closed
2267,MOC,UT,PR-O21,Orachun S.,MOC (OPE),HNM,Work at height,แผ่น Grating หักตามแนวเชื่อมและ ไม่ได้วางบน Support ที่ระดับความสูงประมาณ 16 เมตร,,5/12/2022,5/31/2022,Closed
2268,MOC,HOT,E-201A,SWP Audit,HDS,Unsafe Action,PPE,ผู้ปฏิบัติงาน Hydro test ขันอุปกรณ์โดยไม่สวมใส่ถุงมือ,,5/12/2022,5/12/2022,Closed
2269,MOC,HOT,E-201A,SWP Audit,MOC (OPE),Unsafe Condition,Pressure test,จุด connect สาย hose ไม่มี Safety sling/ ใช้ลวดมัด,,5/12/2022,5/12/2022,Closed
2270,MOC,HOT,E-201A,Orachun S.,HDS,Unsafe Condition,Housekeeping,ปลาย Tube เก่าที่ดึงมาวางไว้กีดขวางทางขึ้น-ลง บนนั่งร้าน,,5/13/2022,5/13/2022,Closed
2271,MOC,UT,PR-7B,Uthai T.,ECE,Unsafe Condition,Lifting,ไม่ได้ปิดล้อมพื้นที่และไม่มีป้ายเตือนอันตราย,,5/13/2022,5/13/2022,Closed
2272,MOC,UT,PR-7B,Uthai T.,ECE,Unsafe Condition,Hot Work,ใช้ไม้รองชิ้นงานขณะทำงานเจียร,,5/13/2022,5/13/2022,Closed
2273,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Condition,Work at height,วาง Clamp นั่งร้านทิ้งไว้ในจุดที่มีโอกาสเสี่ยงร่วงหล่น,,5/13/2022,5/13/2022,Closed
2274,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Condition,Hot Work,"งานเชื่อม Line 18"" ชั้น 6 ปิดล้อมผ้ากันไฟไม่ครอบคลุมและใช้งานผ้ากันไฟที่มีสภาพชำรุด",,5/14/2022,5/14/2022,Closed
2275,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Condition,PPE,"งานเชื่อม Line 18"" ชั้น 6 Fire Watch สวมใส่ PPE ไม่ครบถ้วน (ไม่สวมใส่แว่นตาและสายรัดคาง)",,5/14/2022,5/14/2022,Closed
2276,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Scaffolding,นั่งร้านไม่มีบันไดขึ้น-ลง,,5/15/2022,5/15/2022,Closed
2277,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Work at height,ช่องเปิดไม่มี Toe-Board บริเวณ Cover U-Bend Cross over#4,,5/15/2022,5/17/2022,Closed
2278,MOC,HOT,H-100B,Orachun S.,RNC,Unsafe Condition,Work at height,Grating ชั้น 7 ไม่ได้ Lock,,5/15/2022,5/17/2022,Pending
2279,MOC,UT,PR-7B,Uthai T.,ECE,Unsafe Condition,Electrical & Grounding,ไม่มีกุญแจ lock ตู้ Panel,,5/16/2022,5/16/2022,Closed
2280,MOC,UT,PR-7B,Uthai T.,ECE,Unsafe Condition,Lifting,แขวนสลิงผ้าใบกับ Beam โดยไม่มีผ้ารองกันบาด,,5/16/2022,5/16/2022,Closed
2281,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Condition,Hot Work,ใช้งานผ้ากันไฟที่มีสภาพชำรุด (มีรูมากกว่ามาตรฐานที่กำหนด) HOT-CH-005,,5/17/2022,5/17/2022,Closed
2282,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PTW & JSA,ไม่ได้ประเมินความเสี่ยงงานสาวรอกดึงสายไฟ HOT-CH-005,,5/17/2022,5/17/2022,Closed
2283,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PPE,ไม่สวมใส่ถุงมือทำงานดึงสาวรอก HOT-CH-005,,5/17/2022,5/17/2022,Closed
2284,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,SL Performance,ไม่มี SL ดูแลงานดึงสาวรอก HOT-CH-005,,5/17/2022,5/17/2022,Closed
2285,MOC,HOT,H-100C,Vinai V.,N/A,Unsafe Condition,Housekeeping,วางเหล็กชะโดสำหรับงัดรูวางทิ้งไว้บน Grating,,5/17/2022,5/17/2022,Closed
2286,MOC,HOT,H-100C,Vinai V.,N/A,Unsafe Condition,Housekeeping,ทิ้งถุงพลาสติกใส่ถุงมือทิ้งไว้ที่ Beam,,5/17/2022,5/17/2022,Closed
2287,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Action,PPE,แต่งกายไม่รัดกุมขณะทำงาน HW I HOT-CH-004,,5/17/2022,5/17/2022,Closed
2288,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Action,PPE,ไม่สวมใส่ถุงมือป้องกันขณะทำงานถอดประกอบฝา Top TLE,,5/18/2022,5/18/2022,Closed
2289,MOC,HOT,H-100B,Rueng A-morn M.,RNC,Unsafe Condition,Installation/ Alignment,งานเปิดฝา Top TLE ชั้น6 เพื่อ clean ฝา ไม่มีการนำ Stand 3 ขามาใช้งาน,,5/18/2022,5/18/2022,Closed
2290,MOC,UT,New Clarify,Tiwa A.,ATP,Near Miss,Civil,เหล็กเส้นที่กำลังทำการผูกผนังบ่อล้ม ไม่มีผู้ได้รับบาดเจ็บและไม่มีทรัพย์สินเสียหาย,,5/19/2022,5/19/2022,Closed
2291,MOC,UT,PR-7B,Phasit P.,MOC (OPE),Unsafe Condition,Process & Operation,Stopper Line High Pressure Steam มีลักษณะเอียง,,5/19/2022,5/19/2022,Closed
2292,MOC,OSBL,CCB,Suphawat S.,N/A,Near Miss,Others,รถเฉี่ยวชนที่ลานจอดรถ,,5/19/2022,5/19/2022,Closed
2293,MOC,HOT,H-100B,Vinai V.,MGB,Unsafe Action,PPE,ใช้ถุงมือไม่เหมาะสมทำงานที่มี steam ร้อนใ,,5/20/2022,5/20/2022,Closed
2294,MOC,HOT,H-100B,Vinai V.,RNC,Unsafe Action,PPE,ไม่สวมใส่ Face shield ทำงานที่มี steam ร้อนใ,,5/20/2022,5/20/2022,Closed
2295,MOC,UT,P-S2400C,Tiwa A.,REPCO (IE),Unsafe Action,LOTO/ LB,ไม่ได้แขวน Tag ที่ Switch,,5/21/2022,5/21/2022,Closed
2296,,HOT,H-100F,Orachun S.,REPCO (MES),Unsafe Action,PTW & JSA,ใบลงชื่อ JSA Talk ไม่เพียงพอ,,5/21/2022,5/21/2022,Closed
2297,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Action,PPE,ไม่มีหน้ากาก N95 ป้องกันฝุ่นจากงานสกัดปูน,,5/21/2022,5/21/2022,Closed
2298,MOC,HOT,H-100F,Rueng A-morn M.,HDS,Unsafe Condition,Water jet,ไม่มีป้ายเตือนอันตราย,,5/21/2022,5/21/2022,Closed
2299,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Work at height,กองแผ่นนั่งร้านที่เหลือจากการติดตั้ง วางซ้อนเกินของ Grating มีโอกาสตกลงไปได้,,5/21/2022,5/21/2022,Closed
2300,MOC,HOT,H-100F,Thongmai U.,REPCO (MES),Unsafe Action,PPE,ไม่มีหน้ากาก N95 ป้องกันฝุ่นจากงานถอดฝา through channel ซึ่งมีโอกาสสัมผัสฝุ่นละออง,,5/22/2022,5/22/2022,Closed
2301,MOC,HOT,H-100F,Thongmai U.,HDS,Unsafe Condition,Water jet,นำขวดน้ำดื่มใส่น้ำยาซัลไลต์/ WD,,5/22/2022,5/22/2022,Closed
2302,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Housekeeping,กองนั่งร้านกีดขวางทางเข้า-ออกจุดปฏิบัติงาน,,5/23/2022,5/23/2022,Closed
2303,MOC,COLD,Line drain Inlet PSA From SC,MOC OPE,MOC (OPE),Near Miss,Process & Operation,log sheet & plant monitoring แล้วพบว่า line drain B/V line H2 Inlet PSA Vibration,,5/23/2022,5/23/2022,Closed
2304,MOC,OSBL,Contractor Village,SHE Committee,Pichit P.,Unsafe Condition,Housekeeping,พิจารณาเพิ่มจำนวนถังขยะให้เพียงพอบริเวณจุดพัก เพื่อลดปริมาณขยะที่ทิ้งลงพื้น ป้องกันการปลิวเข้าไปด้านใน Plant,,5/24/2022,5/30/2022,Closed
2305,MOC,HOT,H-100F,SWP Audit,RNC,Unsafe Condition,Others,ใช้ลวดมัด Header Beam (ชั้น 4),,5/24/2022,5/26/2022,Closed
2306,MOC,HOT,H-100F,SWP Audit,RNC,Unsafe Condition,Work at height,ช่องเปิดบริเวณที่ต้องติดตั้ง Header Beam >> ต้องรอติดตั้ง Header Beam ให้แล้วเสร็จก่อนจึงจะสามารถติดตั้ง Hard Barricade ได้,,5/24/2022,5/30/2022,Closed
2307,MOC,Olefins2,C-S670,Tatsanai P.,WTM,Unsafe Action,Scaffolding,Inspection มีการ sign Tag นั่งร้านโดยที่นั่งร้านอยู่ระหว่างดำเนินการติดตั้ง (Tag นั่งร้านใกล้เคียงที่ฝาก SL ไว้),,5/24/2022,5/25/2022,Closed
2308,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Action,PTW & JSA,JSA งาน Remove Insulation ประเมินความเสี่ยงไม่ครอบคลุม,,5/25/2022,5/25/2022,Closed
2309,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Condition,Hot Work,ไม่มีป้ายงาน HW I และถังดับเพลิง Stand by ที่หน้างาน,,5/25/2022,5/25/2022,Closed
2310,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Action,Work at height,เดินบนคาน Beam มีโอกาสเสี่ยงตกลงมาได้,,5/25/2022,5/25/2022,Closed
2311,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Housekeeping,กอง Insulation และขยะจำนวนมาก,,5/25/2022,5/31/2022,Closed
2312,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,SL Performance,Safety Lead ไม่มี Sticker งานประกอบถาดเพื่อทำ IRIS  >> ให้ช่าง INDT ดูงานแทน,,5/25/2022,5/25/2022,Closed
2313,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Work at height,มีช่องเปิดระหว่าง Chanel,,5/25/2022,5/25/2022,Closed
2314,MOC,HOT,H-100F,Tiwa A.,BMC,Unsafe Action,PTW & JSA,เข้ามาขนอุปกรณ์และเริ่มต้นตั้งนั่งร้านโดยใช้ PTW ร่วมกับทาง RNC และไม่มี Safety มาด้วย >> แก้ไขโดยให้เขียนรายชื่อเพิ่ม,,5/26/2022,5/26/2022,Closed
2315,MOC,HOT,H-100F,Orachun S.,BMC,Unsafe Condition,Lifting,ปิดล้อมพื้นที่โดยไม่มีป้ายเตือนอันตราย,,5/26/2022,5/26/2022,Closed
2316,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Safety Management,แสงสว่างไม่เพียงพอ,,5/26/2022,5/30/2022,Closed
