ID,TagName,Description,Area
41072,AIG1416,TK1430 DIKE GAS DETECTOR,CTU_TFU
41073,AIG1417,P1410       GAS DETECTOR,CTU_TFU
41074,AIG1418,P1420       GAS DETECTOR,CTU_TFU
41075,PIDV4111B,FW SPRAY    DV4111 PRESS,CTU_TFU
41076,PIDV4112B,FW SPRAY    DV4112 PRESS,CTU_TFU
41077,PI4115A,FUSIBLE TUBETK1010A PRES,CTU_TFU
41078,PI4116A,FUSIBLE TUBETK1010A PRES,CTU_TFU
41079,PI4117A,FOAMCHAMBER TK1010A,CTU_TFU
41080,PI4118A,FOAMCHAMBER TK1010A,CTU_TFU
41081,PI4119A,FOAMCHAMBER TK1010A,CTU_TFU
41082,PI4120A,FOAMCHAMBER TK1010A,CTU_TFU
41083,PI4121B,FOAMCHAMBER TK1010B,CTU_TFU
41084,PI4122B,FOAMCHAMBER TK1010B,CTU_TFU
41085,PI4123B,FOAMCHAMBER TK1010B,CTU_TFU
41086,PI4124B,FOAMCHAMBER TK1010B,CTU_TFU
41087,PIDV4411,FW SPRAY    DV4411 PRESS,CTU_TFU
41088,PIDV4412,FW SPRAY    DV4412 PRESS,CTU_TFU
41089,PIDV4413,FW SPRAY    DV4413 PRESS,CTU_TFU
41090,PIDV4414,FW SPRAY    DV4414 PRESS,CTU_TFU
41091,PI4415,FUSIBLE TUBETK1410A PRES,CTU_TFU
41092,PI4416,FUSIBLE TUBETK1410A PRES,CTU_TFU
41093,PI4417,FUSIBLE TUBETK1410A PRES,CTU_TFU
41094,PI4418,FUSIBLE TUBETK1410A PRES,CTU_TFU
41095,PIDV4421,FW SPRAY    DV4421 PRESS,CTU_TFU
41096,PIDV4422,FW SPRAY    DV4422 PRESS,CTU_TFU
41097,PIDV4423,FW SPRAY    DV4423 PRESS,CTU_TFU
41098,PIDV4424,FW SPRAY    DV4424 PRESS,CTU_TFU
41099,PI4425,FUSIBLE TUBETK1420 PRES,CTU_TFU
41100,PI4426,FUSIBLE TUBETK1420 PRES,CTU_TFU
41101,PI4427,FUSIBLE TUBETK1420 PRES,CTU_TFU
41102,PI4428,FUSIBLE TUBETK1420 PRES,CTU_TFU
41103,PIDV4431,FW SPRAY    DV4431 PRESS,CTU_TFU
41104,PIDV4432,FW SPRAY    DV4432 PRESS,CTU_TFU
41105,PIDV4433,FW SPRAY    DV4433 PRESS,CTU_TFU
41106,PIDV4434,FW SPRAY    DV4434 PRESS,CTU_TFU
41107,PI4435,FUSIBLE TUBETK1430 PRES,CTU_TFU
41108,PI4436,FUSIBLE TUBETK1430 PRES,CTU_TFU
41109,PI4437,FUSIBLE TUBETK1430 PRES,CTU_TFU
41110,PI4438,FUSIBLE TUBETK1430 PRES,CTU_TFU
41111,PI4105B,FUSIBLE TUBETK1010B PRES,CTU_TFU
41112,PIDV4106A,FW SPRAY    DV4106 PRESS,CTU_TFU
41113,AIG1011,TK1010A DIKEGAS DETECTOR,CTU_TFU
41114,PIDV4225,FW SPRAY    DV4213 PRESS,CTU_TFU
41115,PIDV4440,FW SPRAY    DV4435 PRESS,CTU_TFU
41116,PI4226,FUSIBLE TUBEC2/C3 PRES,CTU_TFU
41117,PI4439,FUSIBLE TUBEC4 PRES,CTU_TFU
41118,AIG1221,TK1210D DIKEGAS DETECTOR,CTU_TFU
41119,AIG1222,TK1210D DIKEGAS DETECTOR,CTU_TFU
41120,AIG1220,P1210D      GAS DETECTOR,CTU_TFU
41121,AIG1320,P1310D      GAS DETECTOR,CTU_TFU
41122,HSPI4105B_MOS, FW SPRAY   DV4105 PRESS,CTU_TFU
41123,HSPI4106B_MOS, FW SPRAY   DV4106 PRESS,CTU_TFU
41124,HSPI4115A_MOS, FUS. TUBE  TK1010A PRES,CTU_TFU
41125,HSPI4116A_MOS, FUS. TUBE  TK1010A PRES,CTU_TFU
41126,HSPI4213_MOS,FUSIBLE TUBETK1210A PRES,CTU_TFU
41127,HSPI4214_MOS,FUSIBLE TUBETK1210A PRES,CTU_TFU
41128,HSPI4215_MOS,FUSIBLE TUBETK1210A PRES,CTU_TFU
41129,HSPI4216_MOS,FUSIBLE TUBETK1210A PRES,CTU_TFU
41130,HSPI4217_MOS,FUSIBLE TUBETK1210B PRES,CTU_TFU
41131,HSPI4218_MOS,FUSIBLE TUBETK1210B PRES,CTU_TFU
41132,HSPI4219_MOS,FUSIBLE TUBETK1210B PRES,CTU_TFU
41133,HSPI4220_MOS,FUSIBLE TUBETK1210B PRES,CTU_TFU
41134,HSPI4221_MOS,FUSIBLE TUBETK1210C PRES,CTU_TFU
41135,HSPI4222_MOS,FUSIBLE TUBETK1210C PRES,CTU_TFU
41136,HSPI4223_MOS,FUSIBLE TUBETK1210C PRES,CTU_TFU
41137,HSPI4224_MOS,FUSIBLE TUBETK1210C PRES,CTU_TFU
41138,HSPI4313_MOS,FUSIBLE TUBETK1310A PRES,CTU_TFU
41139,HSPI4314_MOS,FUSIBLE TUBETK1310A PRES,CTU_TFU
41140,HSPI4315_MOS,FUSIBLE TUBETK1310A PRES,CTU_TFU
41141,HSPI4316_MOS,FUSIBLE TUBETK1310A PRES,CTU_TFU
41142,HSPI4317_MOS,FUSIBLE TUBETK1310B PRES,CTU_TFU
41143,HSPI4318_MOS,FUSIBLE TUBETK1310B PRES,CTU_TFU
41144,HSPI4319_MOS,FUSIBLE TUBETK1310B PRES,CTU_TFU
41145,HSPI4320_MOS,FUSIBLE TUBETK1310B PRES,CTU_TFU
41146,HSPI4321_MOS,FUSIBLE TUBETK1310C PRES,CTU_TFU
41147,HSPI4322_MOS,FUSIBLE TUBETK1310C PRES,CTU_TFU
41148,HSPI4323_MOS,FUSIBLE TUBETK1310C PRES,CTU_TFU
41149,HSPI4324_MOS,FUSIBLE TUBETK1310C PRES,CTU_TFU
41150,HSPI4415_MOS,FUSIBLE TUBETK1410 PRES,CTU_TFU
41151,HSPI4416_MOS,FUSIBLE TUBETK1410 PRES,CTU_TFU
41152,HSPI4417_MOS,FUSIBLE TUBETK1410 PRES,CTU_TFU
41153,HSPI4418_MOS,FUSIBLE TUBETK1410 PRES,CTU_TFU
41154,HSPI4425_MOS,FUSIBLE TUBETK1420 PRES,CTU_TFU
41155,HSPI4426_MOS,FUSIBLE TUBETK1420 PRES,CTU_TFU
41156,HSPI4427_MOS,FUSIBLE TUBETK1420 PRES,CTU_TFU
41157,HSPI4428_MOS,FUSIBLE TUBETK1420 PRES,CTU_TFU
41158,HSPI4435_MOS,FUSIBLE TUBETK1430 PRES,CTU_TFU
41159,HSPI4436_MOS,FUSIBLE TUBETK1430 PRES,CTU_TFU
41160,HSPI4437_MOS,FUSIBLE TUBETK1430 PRES,CTU_TFU
41161,HSPI4438_MOS,FUSIBLE TUBETK1430 PRES,CTU_TFU
41162,HSPI4226_MOS,FUSIBLE TUBEC2/C3 PRES,CTU_TFU
41163,HSPI4439_MOS,FUSIBLE TUBEC4 PRES,CTU_TFU
41164,HSPI4227A_MOS,FUSIBLE TUBETK1210D PRES,CTU_TFU
41165,HSPI4228A_MOS,FUSIBLE TUBETK1210D PRES,CTU_TFU
41166,HSPI4229A_MOS,FUSIBLE TUBETK1210D PRES,CTU_TFU
41167,HSPI4230A_MOS,FUSIBLE TUBEP-1210D PRES,CTU_TFU
41168,HSPI4325A_MOS,FUSIBLE TUBEP-1310D PRES,CTU_TFU
41169,HSPI4231A_MOS,FUSIBLE TUBETK1210D PRES,CTU_TFU
41170,SWHSFGSHMES,TFU FGS MOS ENABLE -SW,CTU_TFU
41171,HSXV4001A,D4001 DCS   AFW ACTIVATE,CTU_TFU
41172,HSXV4002A,D4002 DCS   AFW ACTIVATE,CTU_TFU
41173,HSXV4003A,D4003 DCS   AFW ACTIVATE,CTU_TFU
41174,HSDV4101A,DV4101 DCS  FW ACTIVATE,CTU_TFU
41175,HSDV4102A,DV4102 DCS  FW ACTIVATE,CTU_TFU
41176,HSDV4103A,DV4103 DCS  FW ACTIVATE,CTU_TFU
41177,HSDV4104A,DV4104 DCS  FW ACTIVATE,CTU_TFU
41178,HSDV4105A,DV4105 DCS  FW ACTIVATE,CTU_TFU
41179,HSDV4106A,DV4106 DCS  FW ACTIVATE,CTU_TFU
41180,HSDV4107A,DV4107 DCS  FW ACTIVATE,CTU_TFU
41181,HSDV4108A,DV4108 DCS  FW ACTIVATE,CTU_TFU
41182,HSDV4109A,DV4109 DCS  FW ACTIVATE,CTU_TFU
41183,HSDV4110A,DV4110 DCS  FW ACTIVATE,CTU_TFU
41184,HSXV4111A,XV4111 DCS  FW ACTIVATE,CTU_TFU
41185,HSXV4112A,XV4112 DCS  FW ACTIVATE,CTU_TFU
41186,HSXV4113A,XV4113 DCS  AFW ACTIVATE,CTU_TFU
41187,HSXV4114A,XV4114 DCS  AFW ACTIVATE,CTU_TFU
41188,HSDV4201A,DV4201 DCS  FW ACTIVATE,CTU_TFU
41189,HSDV4202A,DV4202 DCS  FW ACTIVATE,CTU_TFU
41190,HSDV4203A,DV4203 DCS  FW ACTIVATE,CTU_TFU
41191,HSDV4204A,DV4204 DCS  FW ACTIVATE,CTU_TFU
41192,HSDV4205A,DV4205 DCS  FW ACTIVATE,CTU_TFU
41193,HSDV4206A,DV4206 DCS  FW ACTIVATE,CTU_TFU
41194,HSDV4207A,DV4207 DCS  FW ACTIVATE,CTU_TFU
41195,HSDV4208A,DV4208 DCS  FW ACTIVATE,CTU_TFU
41196,HSDV4209A,DV4209 DCS  FW ACTIVATE,CTU_TFU
41197,HSDV4210A,DV4210 DCS  FW ACTIVATE,CTU_TFU
41198,HSDV4211A,DV4211 DCS  FW ACTIVATE,CTU_TFU
41199,HSDV4212A,DV4212 DCS  FW ACTIVATE,CTU_TFU
41200,HSDV4301A,DV4301 DCS  FW ACTIVATE,CTU_TFU
41201,HSDV4302A,DV4302 DCS  FW ACTIVATE,CTU_TFU
41202,HSDV4303A,DV4303 DCS  FW ACTIVATE,CTU_TFU
41203,HSDV4304A,DV4304 DCS  FW ACTIVATE,CTU_TFU
41204,HSDV4305A,DV4305 DCS  FW ACTIVATE,CTU_TFU
41205,HSDV4306A,DV4306 DCS  FW ACTIVATE,CTU_TFU
41206,HSDV4307A,DV4307 DCS  FW ACTIVATE,CTU_TFU
41207,HSDV4308A,DV4308 DCS  FW ACTIVATE,CTU_TFU
41208,HSDV4309A,DV4309 DCS  FW ACTIVATE,CTU_TFU
41209,HSDV4310A,DV4310 DCS  FW ACTIVATE,CTU_TFU
41210,HSDV4311A,DV4311 DCS  FW ACTIVATE,CTU_TFU
41211,HSDV4312A,DV4312 DCS  FW ACTIVATE,CTU_TFU
41212,HSDV4411A,DV4411 DCS  FW ACTIVATE,CTU_TFU
41213,HSDV4412A,DV4412 DCS  FW ACTIVATE,CTU_TFU
41214,HSDV4413A,DV4413 DCS  FW ACTIVATE,CTU_TFU
41215,HSDV4414A,DV4414 DCS  FW ACTIVATE,CTU_TFU
41216,HSDV4421A,DV4421 DCS  FW ACTIVATE,CTU_TFU
41217,HSDV4422A,DV4422 DCS  FW ACTIVATE,CTU_TFU
41218,HSDV4423A,DV4423 DCS  FW ACTIVATE,CTU_TFU
41219,HSDV4424A,DV4424 DCS  FW ACTIVATE,CTU_TFU
41220,HSDV4431A,DV4431 DCS  FW ACTIVATE,CTU_TFU
41221,HSDV4432A,DV4432 DCS  FW ACTIVATE,CTU_TFU
41222,HSDV4433A,DV4433 DCS  FW ACTIVATE,CTU_TFU
41223,HSDV4434A,DV4434 DCS  FW ACTIVATE,CTU_TFU
41224,HSDV4111A,DV4112 DCS  FW ACTIVATE,CTU_TFU
41225,HSDV4112A,DV4112 DCS  FW ACTIVATE,CTU_TFU
41226,HSSCS0633_MES,SCS0633 MOS ENABLE,CTU_TFU
41227,HSTFUFGS_BYP,BYPASS FUSIBLE PRESS.,CTU_TFU
41228,HSDV4213A,DV4213 DCS  FW ACTIVATE,CTU_TFU
41229,HSDV4435A,DV4435 DCS  FW ACTIVATE,CTU_TFU
41230,HSDV4231A,DV4231 DCS  FW ACTIVATE,CTU_TFU
41231,HSDV4227A,DV4227 DCS  FW ACTIVATE,CTU_TFU
41232,HSDV4228A,DV4228 DCS  FW ACTIVATE,CTU_TFU
41233,HSDV4229A,DV4229 DCS  FW ACTIVATE,CTU_TFU
41234,HSDV4230A,DV4230 DCS  FW ACTIVATE,CTU_TFU
41235,HSDV4325A,DV4325 DCS  FW ACTIVATE,CTU_TFU
41236,SCS0633OEN_RS,Output Enabl Command,CTU_TFU
41237,PI4227A,FUSIBLE TUBETK1210D PRES,CTU_TFU
41238,PIDV4227,FW SPRAY DV4227 PRESS,CTU_TFU
41239,PI4228A,FUSIBLE TUBETK1210D PRES,CTU_TFU
41240,PIDV4228,FW SPRAY DV4228 PRESS,CTU_TFU
41241,PIDV4229,FW SPRAY DV4229 PRESS,CTU_TFU
41242,PI4229A,FUSIBLE TUBETK1210D PRES,CTU_TFU
41243,PIDV4230,FW SPRAY DV4230 PRESS,CTU_TFU
41244,PI4230A,FUSIBLE TUBEP-1310D PRES,CTU_TFU
41245,PI4231A,FUSIBLE TUBETK1210D PRES,CTU_TFU
41246,PIDV4231,FW SPRAY DV4231 PRESS,CTU_TFU
41247,PI4325A,FUSIBLE TUBEP-1310D PRES,CTU_TFU
41248,PIDV4325,FW SPRAY DV4325 PRESS,CTU_TFU
41249,AIG1016_DF,AIG1016_DF       TK1010B,CTU_TFU
41250,AIG1017_DF,AIG1017_DF       P1010C ,CTU_TFU
41251,AIG1211_DF,AIG1211_DF       TK1210A,CTU_TFU
41252,AIG1212_DF,AIG1212_DF       TK1210A,CTU_TFU
41253,AIG1213_DF,AIG1213_DF       TK1210B,CTU_TFU
41254,AIG1214_DF,AIG1214_DF       TK1210B,CTU_TFU
41255,AIG1215_DF,AIG1215_DF       TK1210C,CTU_TFU
41256,AIG1216_DF,AIG1216_DF       TK1210C,CTU_TFU
41257,AIG1217_DF,AIG1217_DF       P1210A ,CTU_TFU
41258,AIG1218_DF,AIG1218_DF       P1216 G,CTU_TFU
41259,AIG1219_DF,AIG1219_DF       F6221 G,CTU_TFU
41260,AIG1311_DF,AIG1311_DF       TK1310A,CTU_TFU
41261,AIG1312_DF,AIG1312_DF       TK1310A,CTU_TFU
41262,AIG1313_DF,AIG1313_DF       TK1310B,CTU_TFU
41263,AIG1314_DF,AIG1314_DF       TK1310B,CTU_TFU
41264,AIG1315_DF,AIG1315_DF       TK1310C,CTU_TFU
41265,AIG1316_DF,AIG1316_DF       TK1310C,CTU_TFU
41266,AIG1317_DF,AIG1317_DF       P1310A ,CTU_TFU
41267,AIG1318_DF,AIG1318_DF       P1316 G,CTU_TFU
41268,AIG1319_DF,AIG1319_DF       F6321 G,CTU_TFU
41269,AIG1411_DF,AIG1411_DF       TK1410 ,CTU_TFU
41270,AIG1412_DF,AIG1412_DF       TK1410 ,CTU_TFU
41271,AIG1413_DF,AIG1413_DF       TK1420 ,CTU_TFU
41272,AIG1414_DF,AIG1414_DF       TK1420 ,CTU_TFU
41273,AIG1415_DF,AIG1415_DF       TK1430 ,CTU_TFU
41274,AIG1416_DF,AIG1416_DF       TK1430 ,CTU_TFU
41275,AIG1417_DF,AIG1417_DF       P1410 G,CTU_TFU
41276,AIG1418_DF,AIG1418_DF       P1420 G,CTU_TFU
41277,AIG1011_DF,AIG1011_DF       TK1010A,CTU_TFU
41278,AIG1012_DF,AIG1012_DF       TK1010A,CTU_TFU
41279,AIG1013_DF,AIG1013_DF       TK1010A,CTU_TFU
41280,AIG1014_DF,AIG1014_DF       TK1010B,CTU_TFU
41281,AIG1015_DF,AIG1015_DF       TK1010B,CTU_TFU
41282,AIG1011_LF,AIG1011_LF       TK1010A,CTU_TFU
41283,AIG1012_LF,AIG1012_LF       TK1010A,CTU_TFU
41284,AIG1013_LF,AIG1013_LF       TK1010A,CTU_TFU
41285,AIG1014_LF,AIG1014_LF       TK1010B,CTU_TFU
41286,AIG1015_LF,AIG1015_LF       TK1010B,CTU_TFU
41287,DEV4101_LF,DEV4101_LF       COMMAND,CTU_TFU
41288,DEV4102_LF,DEV4102_LF       COMAND ,CTU_TFU
41289,DEV4103_LF,DEV4103_LF       COMAND ,CTU_TFU
41290,DEV4104_LF,DEV4104_LF       COMAND ,CTU_TFU
41291,DEV4201_LF,DEV4201_LF       COMAND ,CTU_TFU
41292,DEV4202_LF,DEV4202_LF       COMAND ,CTU_TFU
41293,DEV4203_LF,DEV4203_LF       COMAND ,CTU_TFU
41294,DEV4204_LF,DEV4204_LF       COMAND ,CTU_TFU
41295,DEV4205_LF,DEV4205_LF       COMAND ,CTU_TFU
41296,DEV4207_LF,DEV4207_LF       COMAND ,CTU_TFU
41297,DEV4208_LF,DEV4208_LF       COMAND ,CTU_TFU
41298,DEV4209_LF,DEV4209_LF       COMAND ,CTU_TFU
41299,DEV4210_LF,DEV4210_LF       COMAND ,CTU_TFU
41300,DEV4211_LF,DEV4211_LF       COMAND ,CTU_TFU
41301,DEV4212_LF,DEV4212_LF       COMAND ,CTU_TFU
41302,DEV4301_LF,DEV4301_LF       COMAND ,CTU_TFU
41303,DEV4302_LF,DEV4302_LF       COMAND ,CTU_TFU
41304,DEV4303_LF,DEV4303_LF       COMAND ,CTU_TFU
41305,DEV4304_LF,DEV4304_LF       COMAND ,CTU_TFU
41306,DEV4305_LF,DEV4305_LF       COMAND ,CTU_TFU
41307,DEV4306_LF,DEV4306_LF       COMAND ,CTU_TFU
41308,DEV4307_LF,DEV4307_LF       COMAND ,CTU_TFU
41309,DEV4308_LF,DEV4308_LF       COMAND ,CTU_TFU
41310,DEV4309_LF,DEV4309_LF       COMAND ,CTU_TFU
41311,DEV4310_LF,DEV4310_LF       COMAND ,CTU_TFU
41312,DEV4311_LF,DEV4311_LF       COMAND ,CTU_TFU
41313,DEV4312_LF,DEV4312_LF       COMAND ,CTU_TFU
41314,HSDV4102B_LF,HSDV4102B_LF     DV4102 ,CTU_TFU
41315,HSDV4103B_LF,HSDV4103B_LF     DV4103 ,CTU_TFU
41316,HSDV4104B_LF,HSDV4104B_LF     DV4104 ,CTU_TFU
41317,HSDV4201B_LF,HSDV4201B_LF     DV4201 ,CTU_TFU
41318,HSDV4202B_LF,HSDV4202B_LF     DV4202 ,CTU_TFU
41319,HSDV4203B_LF,HSDV4203B_LF     DV4203 ,CTU_TFU
41320,HSDV4204B_LF,HSDV4204B_LF     DV4204 ,CTU_TFU
41321,HSDV4205B_LF,HSDV4205B_LF     DV4205 ,CTU_TFU
41322,HSDV4206B_LF,HSDV4206B_LF     DV4206 ,CTU_TFU
41323,HSDV4207B_LF,HSDV4207B_LF     DV4207 ,CTU_TFU
41324,HSDV4208B_LF,HSDV4208B_LF     DV4208 ,CTU_TFU
41325,HSDV4209B_LF,HSDV4209B_LF     DV4209 ,CTU_TFU
41326,HSDV4210B_LF,HSDV4210B_LF     DV4210 ,CTU_TFU
41327,HSDV4211B_LF,HSDV4211B_LF     DV4211 ,CTU_TFU
41328,HSDV4212B_LF,HSDV4212B_LF     DV4212 ,CTU_TFU
41329,HSDV4301B_LF,HSDV4301B_LF     DV4301 ,CTU_TFU
41330,HSDV4302B_LF,HSDV4302B_LF     DV4302 ,CTU_TFU
41331,HSDV4303B_LF,HSDV4303B_LF     DV4303 ,CTU_TFU
41332,HSDV4304B_LF,HSDV4304B_LF     DV4304 ,CTU_TFU
41333,HSDV4305B_LF,HSDV4305B_LF     DV4305 ,CTU_TFU
41334,HSDV4306B_LF,HSDV4306B_LF     DV4306 ,CTU_TFU
41335,HSDV4307B_LF,HSDV4307B_LF     DV4307 ,CTU_TFU
41336,HSDV4308B_LF,HSDV4308B_LF     DV4308 ,CTU_TFU
41337,HSDV4309B_LF,HSDV4309B_LF     DV4309 ,CTU_TFU
41338,HSDV4310B_LF,HSDV4310B_LF     DV4310 ,CTU_TFU
41339,HSDV4311B_LF,HSDV4311B_LF     DV4311 ,CTU_TFU
41340,HSDV4312B_LF,HSDV4312B_LF     DV4312 ,CTU_TFU
41341,AIG1016_LF,AIG1016_LF       TK1010B,CTU_TFU
41342,AIG1017_LF,AIG1017_LF       P1010C ,CTU_TFU
41343,AIG1211_LF,AIG1211_LF       TK1210A,CTU_TFU
41344,AIG1212_LF,AIG1212_LF       TK1210A,CTU_TFU
41345,AIG1213_LF,AIG1213_LF       TK1210B,CTU_TFU
41346,AIG1214_LF,AIG1214_LF       TK1210B,CTU_TFU
41347,AIG1215_LF,AIG1215_LF       TK1210C,CTU_TFU
41348,AIG1216_LF,AIG1216_LF       TK1210C,CTU_TFU
41349,AIG1217_LF,AIG1217_LF       P1210A ,CTU_TFU
41350,AIG1218_LF,AIG1218_LF       P1216 G,CTU_TFU
41351,AIG1219_LF,AIG1219_LF       F6221 G,CTU_TFU
41352,AIG1311_LF,AIG1311_LF       TK1310A,CTU_TFU
41353,AIG1312_LF,AIG1312_LF       TK1310A,CTU_TFU
41354,AIG1313_LF,AIG1313_LF       TK1310B,CTU_TFU
41355,AIG1314_LF,AIG1314_LF       TK1310B,CTU_TFU
41356,AIG1315_LF,AIG1315_LF       TK1310C,CTU_TFU
41357,AIG1316_LF,AIG1316_LF       TK1310C,CTU_TFU
41358,AIG1317_LF,AIG1317_LF       P1310A ,CTU_TFU
41359,AIG1318_LF,AIG1318_LF       P1316 G,CTU_TFU
41360,AIG1319_LF,AIG1319_LF       F6321 G,CTU_TFU
41361,AIG1411_LF,AIG1411_LF       TK1410 ,CTU_TFU
41362,AIG1412_LF,AIG1412_LF       TK1410 ,CTU_TFU
41363,AIG1413_LF,AIG1413_LF       TK1420 ,CTU_TFU
41364,AIG1414_LF,AIG1414_LF       TK1420 ,CTU_TFU
41365,AIG1415_LF,AIG1415_LF       TK1430 ,CTU_TFU
41366,AIG1416_LF,AIG1416_LF       TK1430 ,CTU_TFU
41367,AIG1417_LF,AIG1417_LF       P1410 G,CTU_TFU
41368,AIG1418_LF,AIG1418_LF       P1420GA,CTU_TFU
41369,DEV4112_LF,DEV4112_LF       COMMAND,CTU_TFU
41370,DEV4411_LF,DEV4411_LF       COMMAND,CTU_TFU
41371,DEV4412_LF,DEV4412_LF       COMMAND,CTU_TFU
41372,DEV4413_LF,DEV4413_LF       COMMAND,CTU_TFU
41373,DEV4414_LF,DEV4414_LF       COMMAND,CTU_TFU
41374,DEV4421_LF,DEV4421_LF       COMMAND,CTU_TFU
41375,DEV4422_LF,DEV4422_LF       COMMAND,CTU_TFU
41376,DEV4423_LF,DEV4423_LF       COMMAND,CTU_TFU
41377,DEV4424_LF,DEV4424_LF       COMMAND,CTU_TFU
41378,DEV4431_LF,DEV4431_LF       COMMAND,CTU_TFU
41379,DEV4432_LF,DEV4432_LF       COMMAND,CTU_TFU
41380,DEV4433_LF,DEV4433_LF       COMMAND,CTU_TFU
41381,DEV4434_LF,DEV4434_LF       COMMAND,CTU_TFU
41382,HSXV4111B_LF,HSXV4111B_LF     DV4111A,CTU_TFU
41383,HSXV4112B_LF,HSXV4112B_LF     DV4112A,CTU_TFU
41384,HSXV4113B_LF,HSXV4113B_LF     XV4113 ,CTU_TFU
41385,HSXV4114B_LF,HSXV4114B_LF     XV4114 ,CTU_TFU
41386,HSDV4411B_LF,HSDV4411B_LF     DV4411 ,CTU_TFU
41387,HSDV4412B_LF,HSDV4412B_LF     DV4412 ,CTU_TFU
41388,HSDV4413B_LF,HSDV4413B_LF     DV4413 ,CTU_TFU
41389,HSDV4414B_LF,HSDV4414B_LF     DV4414 ,CTU_TFU
41390,HSDV4421B_LF,HSDV4421B_LF     DV4421 ,CTU_TFU
41391,HSDV4422B_LF,HSDV4422B_LF     DV4422 ,CTU_TFU
41392,HSDV4423B_LF,HSDV4423B_LF     DV4423 ,CTU_TFU
41393,HSDV4424B_LF,HSDV4424B_LF     DV4424 ,CTU_TFU
41394,HSDV4431B_LF,HSDV4431B_LF     DV4431 ,CTU_TFU
41395,HSDV4432B_LF,HSDV4432B_LF     DV4432 ,CTU_TFU
41396,HSDV4433B_LF,HSDV4433B_LF     DV4433 ,CTU_TFU
41397,HSDV4434B_LF,HSDV4434B_LF     DV4434 ,CTU_TFU
41398,XEV4111_LF,XEV4111_LF       COMMAND,CTU_TFU
41399,XEV4112_LF,XEV4112_LF       COMMAND,CTU_TFU
41400,XEV4113_LF,XEV4113_LF       COMMAND,CTU_TFU
41401,XEV4114_LF,XEV4114_LF       COMMAND,CTU_TFU
41402,DEV4105_LF,DEV4105_LF       COMMAND,CTU_TFU
41403,DEV4106_LF,DEV4106_LF       COMMAND,CTU_TFU
41404,DEV4107_LF,DEV4107_LF       COMMAND,CTU_TFU
41405,DEV4108_LF,DEV4108_LF       COMMAND,CTU_TFU
41406,DEV4109_LF,DEV4109_LF       COMMAND,CTU_TFU
41407,DEV4110_LF,DEV4110_LF       COMMAND,CTU_TFU
41408,DEV4206_LF,DEV4206_LF       COMMAND,CTU_TFU
41409,HSXV4001B_LF,HSXV4001B_LF     D4001 A,CTU_TFU
41410,HSXV4002B_LF,HSXV4002B_LF     D4002 A,CTU_TFU
41411,HSXV4003B_LF,HSXV4003B_LF     D4003 A,CTU_TFU
41412,HSDV4101B_LF,HSDV4101B_LF     DV4101 ,CTU_TFU
41413,HSDV4105B_LF,HSDV4105B_LF     DV4105 ,CTU_TFU
41414,HSDV4106B_LF,HSDV4106B_LF     DV4106 ,CTU_TFU
41415,HSDV4107B_LF,HSDV4107B_LF     DV4107 ,CTU_TFU
41416,HSDV4108B_LF,HSDV4108B_LF     DV4108 ,CTU_TFU
41417,HSDV4109B_LF,HSDV4109B_LF     DV4109 ,CTU_TFU
41418,HSDV4110B_LF,HSDV4110B_LF     DV4110 ,CTU_TFU
41419,XEV4001_LF,XEV4001_LF       COMMAND,CTU_TFU
41420,XEV4002_LF,XEV4002_LF       COMMAND,CTU_TFU
41421,XEV4003_LF,XEV4003_LF       COMMAND,CTU_TFU
41422,DEV4111_LF,DEV4111_LF       COMMAND,CTU_TFU
41423,HSDV4115B_LF,HSDV4115B_LF     DV4111 ,CTU_TFU
41424,HSDV4116B_LF,HSDV4116B_LF     DV4112 ,CTU_TFU
41425,XA-L2ING01-1A,XA-L2ING01-1A    INERGEN,CTU_TFU
41426,XAL2ING01-1A_LF,XAL2ING01-1A_LF  INERGEN,CTU_TFU
41427,XA-L2ING02-1A,XA-L2ING02-1A    INERGEN,CTU_TFU
41428,XAL2ING02-1A_LF,XAL2ING02-1A_LF  INERGEN,CTU_TFU
41429,XA-L2ING03-1A,XA-L2ING03-1A    INERGEN,CTU_TFU
41430,XAL2ING03-1A_LF,XAL2ING03-1A_LF  INERGEN,CTU_TFU
41431,XA-L2ING04-1A,XA-L2ING04-1A    INERGEN,CTU_TFU
41432,XAL2ING04-1A_LF,XAL2ING04-1A_LF  INERGEN,CTU_TFU
41433,XA-L2ING05-1A,XA-L2ING05-1A    INERGEN,CTU_TFU
41434,XAL2ING05-1A_LF,XAL2ING05-1A_LF  INERGEN,CTU_TFU
41435,XA-L2ING06-1A,XA-L2ING06-1A    INERGEN,CTU_TFU
41436,XAL2ING06-1A_LF,XAL2ING06-1A_LF  INERGEN,CTU_TFU
41437,XA-L2ING07-1A,XA-L2ING07-1A    INERGEN,CTU_TFU
41438,XAL2ING07-1A_LF,XAL2ING07-1A_LF  INERGEN,CTU_TFU
41439,XA-L2ING-01,XA-L2ING-01      INERGEN,CTU_TFU
41440,XAL2ING-01_LF,XAL2ING-01_LF    INERGEN,CTU_TFU
41441,XA-L2ING-02,XA-L2ING-02      INERGEN,CTU_TFU
41442,XAL2ING-02_LF,XAL2ING-02_LF    INERGEN,CTU_TFU
41443,XA-L2ING-03,XA-L2ING-03      INERGEN,CTU_TFU
41444,XAL2ING-03_LF,XAL2ING-03_LF    INERGEN,CTU_TFU
